transaction_id,amount,payment_method,account_age_days,device_age_days,transactions_last_24h,previous_chargebacks,ip_risk,device_risk,unknown_location,is_fraud
TXN-009176,126017.34,WALLET,1848,1100,1,5,0.02,0.98,0,1
TXN-009177,43577.94,UPI,730,733,16,2,0.959,0.059,1,0
TXN-009178,98232.82,UPI,505,1373,12,2,0.766,0.317,0,1
TXN-009179,99630.94,NETBANKING,416,1167,16,2,0.205,0.923,1,0
TXN-009180,137045.92,WALLET,2460,1313,1,4,0.267,0.337,0,1
TXN-009181,55305.35,UPI,1006,700,16,5,0.582,0.407,0,0
TXN-009182,11777.91,CARD,2401,1367,9,1,0.779,0.741,0,0
TXN-009183,62702.24,UPI,486,616,2,1,0.84,0.042,0,0
TXN-009184,104151.13,UPI,98,784,22,2,0.164,0.481,0,1
TXN-009185,36022.15,UPI,1898,149,1,2,0.679,0.253,0,0
TXN-009186,149578.04,WALLET,1030,1022,21,4,0.179,0.086,0,0
TXN-009187,101725.87,NETBANKING,1805,1498,27,5,0.518,0.129,0,0
TXN-009188,119878.0,WALLET,1142,271,13,2,0.843,0.617,0,0
TXN-009189,89954.26,NETBANKING,465,1370,3,3,0.086,0.102,0,0
TXN-009190,137769.45,NETBANKING,1367,229,9,3,0.18,0.932,0,1
TXN-009191,136588.23,UPI,2272,1219,26,1,0.148,0.467,0,0
TXN-009192,107889.88,NETBANKING,1015,29,15,2,0.725,0.308,0,0
TXN-009193,60237.19,NETBANKING,1046,1497,30,3,0.57,0.162,0,1
TXN-009194,112817.92,NETBANKING,1455,96,5,4,0.563,0.076,1,1
TXN-009195,90205.74,WALLET,515,494,27,2,0.165,0.73,1,1
TXN-009196,14427.82,WALLET,932,191,10,1,0.568,0.53,0,0
TXN-009197,23317.19,CARD,1237,469,19,0,0.634,0.116,1,0
TXN-009198,22773.65,CARD,459,1249,3,2,0.592,0.82,0,0
TXN-009199,42630.11,WALLET,523,1204,20,4,0.762,0.169,0,0
TXN-009200,77725.51,UPI,2442,907,28,2,0.135,0.552,0,0
TXN-009201,29582.17,CARD,72,1154,23,5,0.773,0.464,0,0
TXN-009202,31852.04,NETBANKING,2474,653,30,4,0.19,0.808,0,1
TXN-009203,138062.16,NETBANKING,2481,1010,22,5,0.175,0.723,0,1
TXN-009204,31888.41,NETBANKING,205,1184,10,4,0.246,0.387,0,0
TXN-009205,50503.67,WALLET,1252,816,18,2,0.442,0.465,1,0
TXN-009206,36857.68,UPI,1445,1089,5,5,0.612,0.035,0,0
TXN-009207,45323.01,WALLET,2132,427,6,1,0.463,0.681,0,0
TXN-009208,46125.03,NETBANKING,1382,491,21,2,0.663,0.11,1,0
TXN-009209,98006.52,NETBANKING,1818,1171,20,5,0.663,0.965,0,1
TXN-009210,104180.8,WALLET,1113,410,9,4,0.443,0.687,0,0
TXN-009211,131666.87,UPI,2461,844,11,2,0.568,0.286,0,0
TXN-009212,76956.91,UPI,1776,404,12,3,0.497,0.007,1,0
TXN-009213,15813.72,CARD,1677,164,14,2,0.375,0.392,0,1
TXN-009214,12823.74,NETBANKING,2129,1463,17,1,0.277,0.697,0,0
TXN-009215,112017.28,CARD,226,113,25,0,0.478,0.359,0,0
TXN-009216,122664.49,CARD,668,967,13,4,0.832,0.731,0,1
TXN-009217,121076.91,NETBANKING,909,471,27,1,0.991,0.456,1,1
TXN-009218,38360.54,CARD,1563,296,16,3,0.734,0.206,0,0
TXN-009219,6854.38,UPI,1734,737,2,4,0.774,0.875,0,0
TXN-009220,123485.58,CARD,148,643,27,0,0.673,0.95,0,1
TXN-009221,82602.66,WALLET,1031,1218,9,2,0.89,0.177,0,1
TXN-009222,8550.74,WALLET,993,199,27,4,0.1,0.689,1,1
TXN-009223,144857.31,WALLET,2155,452,6,3,0.819,0.48,0,0
TXN-009224,65273.28,WALLET,1721,435,28,2,0.518,0.842,0,1
TXN-009225,106915.67,CARD,542,427,29,0,0.192,0.754,0,1
TXN-009226,140810.96,WALLET,150,736,14,3,0.431,0.058,0,1
TXN-009227,136025.09,CARD,998,501,3,1,0.163,0.882,0,1
TXN-009228,84347.6,WALLET,252,410,10,2,0.311,0.632,0,0
TXN-009229,29289.17,CARD,1189,715,7,3,0.325,0.222,1,0
TXN-009230,47652.97,WALLET,2055,1390,7,4,0.838,0.015,0,1
TXN-009231,59826.81,WALLET,1681,997,13,2,0.41,0.024,0,0
TXN-009232,131832.74,CARD,114,504,15,2,0.883,0.752,0,1
TXN-009233,33615.6,CARD,1099,1229,9,4,0.699,0.055,0,0
TXN-009234,78171.02,WALLET,1916,557,6,4,0.958,0.268,1,1
TXN-009235,94106.75,NETBANKING,1756,674,13,2,0.538,0.7,0,0
TXN-009236,58320.95,NETBANKING,1778,482,13,4,0.728,0.357,0,0
TXN-009237,91325.3,NETBANKING,373,899,2,3,0.642,0.577,0,0
TXN-009238,57826.76,NETBANKING,1008,286,24,1,0.633,0.404,0,0
TXN-009239,118413.84,NETBANKING,289,1189,22,3,0.431,0.094,0,1
TXN-009240,35971.52,NETBANKING,7,655,26,3,0.002,0.578,0,0
TXN-009241,73223.84,WALLET,874,613,6,4,0.808,0.203,0,1
TXN-009242,24364.65,CARD,1923,193,3,4,0.083,0.508,0,0
TXN-009243,60260.65,NETBANKING,1447,612,27,0,0.604,0.778,1,0
TXN-009244,97812.22,UPI,267,162,7,2,0.544,0.171,0,1
TXN-009245,80463.53,WALLET,2268,395,28,2,0.508,0.071,1,1
TXN-009246,46833.3,WALLET,960,1246,16,0,0.608,0.196,0,0
TXN-009247,68068.73,UPI,2441,825,11,0,0.084,0.471,0,0
TXN-009248,106209.46,CARD,2385,1450,16,5,0.418,0.622,0,0
TXN-009249,36563.35,CARD,933,782,12,5,0.554,0.917,0,0
TXN-009250,35364.81,UPI,1727,620,12,1,0.47,0.435,0,0
TXN-009251,106813.91,UPI,978,1003,10,1,0.361,0.535,0,0
TXN-009252,74544.02,NETBANKING,533,348,24,3,0.367,0.096,1,0
TXN-009253,67803.76,WALLET,2065,686,23,2,0.146,0.409,0,1
TXN-009254,92205.11,NETBANKING,960,623,17,2,0.86,0.147,1,0
TXN-009255,121847.12,WALLET,2067,527,23,5,0.508,0.525,0,0
TXN-009256,23604.16,UPI,357,278,21,1,0.628,0.158,0,0
TXN-009257,68056.16,WALLET,2213,1495,27,3,0.202,0.971,0,1
TXN-009258,145532.7,NETBANKING,1015,500,30,4,0.7,0.883,0,0
TXN-009259,66259.88,WALLET,928,5,9,0,0.462,0.105,1,1
TXN-009260,15233.66,CARD,1604,974,10,3,0.672,0.242,0,0
TXN-009261,89089.68,WALLET,1896,85,5,5,0.488,0.556,0,1
TXN-009262,83936.55,CARD,2192,426,10,5,0.189,0.747,0,0
TXN-009263,47573.71,NETBANKING,1549,547,24,0,0.386,0.908,0,0
TXN-009264,17956.56,CARD,422,1148,20,4,0.019,0.661,0,1
TXN-009265,12743.07,CARD,2086,1144,2,4,0.683,0.161,0,1
TXN-009266,22392.28,UPI,2340,215,21,1,0.178,0.42,0,0
TXN-009267,139760.48,CARD,1935,1341,7,5,0.896,0.477,1,1
TXN-009268,149896.33,CARD,1226,816,18,5,0.623,0.846,0,1
TXN-009269,127188.58,CARD,466,1421,9,3,0.566,0.314,1,1
TXN-009270,88329.94,CARD,147,502,29,4,0.369,0.817,0,1
TXN-009271,125124.43,NETBANKING,567,242,4,2,0.735,0.751,1,1
TXN-009272,84621.0,UPI,1204,1145,24,0,0.786,0.589,0,0
TXN-009273,14595.07,UPI,2184,173,28,2,0.036,0.647,0,0
TXN-009274,80145.36,CARD,271,1074,3,0,0.036,0.846,0,0
TXN-009275,149311.38,WALLET,1015,1015,16,1,0.823,0.572,1,1
TXN-009276,129946.67,WALLET,295,1208,17,2,0.244,0.738,0,0
TXN-009277,29831.6,NETBANKING,1217,580,2,4,0.818,0.25,0,0
TXN-009278,65626.51,CARD,407,197,22,2,0.063,0.767,0,0
TXN-009279,54768.81,CARD,93,887,16,4,0.766,0.812,0,0
TXN-009280,106246.16,WALLET,925,1356,3,4,0.743,0.443,0,1
TXN-009281,58584.9,CARD,2453,1375,7,3,0.506,0.587,0,0
TXN-009282,72935.57,WALLET,1972,1202,8,1,0.883,0.766,1,1
TXN-009283,45760.74,NETBANKING,1694,1187,11,4,0.889,0.268,0,0
TXN-009284,60608.3,WALLET,1055,1307,7,3,0.56,0.147,0,0
TXN-009285,100674.44,UPI,1303,336,22,5,0.752,0.329,0,0
TXN-009286,110927.39,UPI,515,465,26,2,0.146,0.683,1,1
TXN-009287,130648.24,WALLET,2487,849,11,0,0.961,0.013,1,1
TXN-009288,95631.2,CARD,125,1271,12,2,0.668,0.731,0,1
TXN-009289,94328.56,WALLET,2313,197,30,3,0.067,0.608,0,1
TXN-009290,143311.15,NETBANKING,1208,603,13,1,0.47,0.068,1,0
TXN-009291,62781.74,WALLET,2325,473,10,5,0.434,0.3,0,0
TXN-009292,47206.31,UPI,1859,353,25,2,0.555,0.973,0,0
TXN-009293,10280.77,NETBANKING,828,454,27,5,0.561,0.189,0,0
TXN-009294,71474.66,CARD,1577,696,1,3,0.312,0.799,0,0
TXN-009295,81165.06,UPI,1658,1208,15,1,0.158,0.679,0,0
TXN-009296,18999.36,UPI,1846,377,25,3,0.769,0.826,0,1
TXN-009297,9637.41,UPI,2437,862,9,3,0.488,0.084,0,0
TXN-009298,35986.75,NETBANKING,1792,1220,20,5,0.307,0.523,0,1
TXN-009299,77218.48,WALLET,2140,167,27,3,0.459,0.035,0,1
TXN-009300,91835.48,CARD,856,912,7,1,0.799,0.205,0,0
TXN-009301,110762.56,NETBANKING,1226,604,23,1,0.183,0.011,0,1
TXN-009302,30139.35,WALLET,2241,319,22,3,0.548,0.954,0,0
TXN-009303,147325.34,WALLET,1498,86,24,1,0.068,0.722,0,0
TXN-009304,141797.95,UPI,2301,457,27,5,0.078,0.705,0,0
TXN-009305,38937.15,UPI,1562,1446,18,5,0.552,0.652,1,1
TXN-009306,62607.05,NETBANKING,84,600,3,0,0.56,0.324,0,0
TXN-009307,64243.5,UPI,2265,333,17,4,0.235,0.429,0,1
TXN-009308,90764.75,NETBANKING,1029,730,22,3,0.748,0.2,0,1
TXN-009309,137100.19,WALLET,309,650,19,4,0.743,0.381,0,0
TXN-009310,96380.7,WALLET,549,698,2,3,0.376,0.041,0,1
TXN-009311,47575.02,WALLET,938,650,21,1,0.479,0.664,0,0
TXN-009312,27352.92,UPI,74,6,23,2,0.493,0.751,1,0
TXN-009313,90354.78,CARD,1775,1032,1,4,0.755,0.464,0,0
TXN-009314,85640.87,NETBANKING,675,442,28,1,0.382,0.793,0,1
TXN-009315,61970.81,UPI,1485,370,6,5,0.347,0.851,0,1
TXN-009316,73539.55,WALLET,334,895,9,5,0.763,0.891,0,1
TXN-009317,134093.67,UPI,44,39,21,0,0.906,0.862,0,1
TXN-009318,55384.93,WALLET,836,811,8,5,0.935,0.445,1,1
TXN-009319,40261.17,UPI,1238,572,19,2,0.952,0.411,0,1
TXN-009320,8733.91,CARD,1675,1349,28,4,0.119,0.311,1,1
TXN-009321,55850.91,UPI,623,993,8,1,0.287,0.367,0,0
TXN-009322,54161.1,NETBANKING,1954,851,6,1,0.392,0.153,1,0
TXN-009323,92706.85,UPI,1902,252,8,2,0.827,0.598,0,0
TXN-009324,110998.9,NETBANKING,1008,666,13,4,0.781,0.894,0,1
TXN-009325,69922.24,NETBANKING,2435,626,8,2,0.612,0.996,0,0
TXN-009326,68530.09,NETBANKING,752,1449,16,1,0.223,0.057,0,1
TXN-009327,125041.89,WALLET,584,1300,15,0,0.063,0.246,0,0
TXN-009328,72951.81,UPI,692,888,16,1,0.421,0.055,0,1
TXN-009329,37994.91,UPI,1948,527,20,0,0.006,0.505,0,1
TXN-009330,137583.37,UPI,687,453,1,4,0.012,0.529,0,1
TXN-009331,81788.49,CARD,253,785,25,2,0.394,0.851,0,1
TXN-009332,57257.95,NETBANKING,816,87,21,1,0.665,0.077,1,0
TXN-009333,73834.18,CARD,1768,601,27,0,0.198,0.725,0,1
TXN-009334,92902.91,UPI,2308,1431,15,2,0.957,0.318,0,1
TXN-009335,57618.6,WALLET,897,1210,2,2,0.69,0.349,1,0
TXN-009336,26753.66,CARD,1519,1218,2,2,0.201,0.274,0,0
TXN-009337,70774.33,WALLET,1595,150,8,0,0.225,0.857,0,0
TXN-009338,57841.82,WALLET,793,189,26,4,0.551,0.144,0,0
TXN-009339,89977.32,UPI,1573,1153,22,1,0.958,0.616,0,1
TXN-009340,30408.39,UPI,643,1149,24,2,0.696,0.185,0,0
TXN-009341,5736.96,UPI,753,635,4,5,0.17,0.918,0,0
TXN-009342,139144.1,CARD,1320,1309,21,5,0.559,0.856,1,1
TXN-009343,119105.44,UPI,773,258,13,2,0.298,0.216,1,1
TXN-009344,93763.32,WALLET,1169,1084,25,5,0.908,0.63,0,0
TXN-009345,14535.42,NETBANKING,1532,351,15,4,0.934,0.859,0,1
TXN-009346,51783.71,UPI,474,1291,23,0,0.227,0.084,0,0
TXN-009347,75466.37,WALLET,119,583,3,4,0.675,0.914,0,0
TXN-009348,118337.4,WALLET,2049,133,17,0,0.382,0.951,1,1
TXN-009349,94287.59,UPI,1234,1353,26,1,0.317,0.968,1,1
TXN-009350,104538.87,CARD,1418,168,3,2,0.961,0.801,0,1
TXN-009351,72396.27,CARD,1347,1111,21,5,0.316,0.928,0,1
TXN-009352,141049.17,WALLET,1495,1313,17,1,0.749,0.633,0,0
TXN-009353,40318.76,CARD,756,1133,20,2,0.339,0.602,1,1
TXN-009354,112246.85,WALLET,2299,645,21,0,0.966,0.813,0,0
TXN-009355,54875.66,CARD,1372,1329,14,2,0.413,0.013,0,0
TXN-009356,146924.65,UPI,192,547,27,4,0.941,0.381,1,1
TXN-009357,9722.82,NETBANKING,1718,1032,9,5,0.666,0.182,1,1
TXN-009358,81729.06,CARD,336,1207,14,3,0.633,0.243,1,1
TXN-009359,120005.62,WALLET,867,984,29,5,0.439,0.48,0,1
TXN-009360,78148.66,UPI,2033,83,17,2,0.792,0.456,0,0
TXN-009361,98503.87,WALLET,319,64,5,3,0.638,0.441,1,1
TXN-009362,93787.69,WALLET,372,1251,7,5,0.799,0.085,0,0
TXN-009363,21526.96,CARD,1691,931,20,3,0.7,0.112,0,0
TXN-009364,99760.92,NETBANKING,2332,1007,1,4,0.887,0.159,0,0
TXN-009365,12703.6,NETBANKING,938,1237,16,5,0.622,0.094,0,1
TXN-009366,129813.11,CARD,762,505,9,1,0.664,0.091,0,1
TXN-009367,5085.3,WALLET,529,1370,27,4,0.14,0.421,0,1
TXN-009368,84029.18,WALLET,1049,1231,6,1,0.427,0.061,0,0
TXN-009369,54283.53,NETBANKING,149,194,9,4,0.829,0.433,0,1
TXN-009370,35312.36,UPI,1359,398,14,1,0.431,0.438,0,0
TXN-009371,141115.32,CARD,2128,1344,19,4,0.056,0.389,1,1
TXN-009372,96623.69,WALLET,2451,799,5,4,0.156,0.301,0,0
TXN-009373,66522.46,WALLET,1454,805,3,0,0.514,0.851,0,0
TXN-009374,103757.54,UPI,488,741,27,2,0.198,0.029,0,1
TXN-009375,129037.57,WALLET,786,820,28,2,0.896,0.791,0,1
TXN-009376,17123.63,CARD,2382,768,1,5,0.354,0.041,1,0
TXN-009377,58569.08,UPI,2490,219,24,5,0.432,0.038,1,1
TXN-009378,105031.73,UPI,1423,14,10,2,0.167,0.939,0,0
TXN-009379,8275.28,WALLET,598,872,11,1,0.207,0.332,0,0
TXN-009380,37710.66,CARD,12,916,12,2,0.144,0.322,0,1
TXN-009381,104131.61,CARD,544,575,3,2,0.675,0.504,0,1
TXN-009382,50091.98,UPI,117,1000,8,4,0.532,0.81,0,0
TXN-009383,133475.0,NETBANKING,325,19,25,2,0.117,0.819,0,1
TXN-009384,106113.58,NETBANKING,61,638,4,0,0.629,0.505,0,0
TXN-009385,47036.89,NETBANKING,1910,1448,15,0,0.168,0.557,0,0
TXN-009386,17615.43,NETBANKING,1725,58,12,1,0.51,0.361,0,0
TXN-009387,96298.59,UPI,993,854,30,3,0.409,0.084,1,1
TXN-009388,98295.07,WALLET,636,564,30,2,0.857,0.838,0,1
TXN-009389,136804.2,CARD,429,674,12,3,0.682,0.107,0,0
TXN-009390,40326.83,WALLET,2058,538,30,3,0.882,0.456,0,1
TXN-009391,17662.95,CARD,664,1322,19,1,0.456,0.004,1,1
TXN-009392,67052.51,NETBANKING,2123,508,27,0,0.08,0.532,0,1
TXN-009393,138161.26,CARD,763,440,13,2,0.638,0.091,0,1
TXN-009394,78534.07,UPI,1913,883,30,0,0.553,0.664,0,0
TXN-009395,60632.3,UPI,925,125,7,0,0.728,0.812,0,0
TXN-009396,26578.89,CARD,1390,28,13,2,0.471,0.133,0,0
TXN-009397,60692.57,UPI,657,186,8,5,0.223,0.748,0,0
TXN-009398,121137.15,NETBANKING,437,1229,29,2,0.61,0.2,0,1
TXN-009399,125393.51,WALLET,877,1180,20,3,0.348,0.434,0,1
TXN-009400,71146.1,UPI,529,756,15,1,0.223,0.272,0,1
TXN-009401,120000.63,UPI,700,863,11,4,0.151,0.992,0,0
TXN-009402,141280.38,WALLET,823,92,2,0,0.413,0.552,0,0
TXN-009403,100747.45,CARD,60,179,1,5,0.721,0.867,0,1
TXN-009404,10042.94,UPI,770,1252,28,3,0.293,0.153,1,1
TXN-009405,113198.44,WALLET,2351,1302,10,3,0.701,0.073,0,0
TXN-009406,21614.01,UPI,1725,218,1,1,0.505,0.242,1,0
TXN-009407,118977.01,UPI,1591,567,23,4,0.214,0.186,0,1
TXN-009408,26041.6,NETBANKING,2078,971,17,0,0.644,0.897,0,0
TXN-009409,73386.24,WALLET,404,287,5,3,0.834,0.679,0,0
TXN-009410,37624.73,WALLET,1116,168,10,2,0.743,0.511,0,0
TXN-009411,104518.67,NETBANKING,676,1148,15,1,0.23,0.022,0,0
TXN-009412,55451.65,NETBANKING,2046,556,15,2,0.799,0.297,0,0
TXN-009413,53182.16,NETBANKING,1259,1422,3,1,0.114,0.309,0,0
TXN-009414,95804.25,NETBANKING,1613,138,2,5,0.412,0.901,0,1
TXN-009415,34757.42,WALLET,1750,1214,23,0,0.136,0.351,0,0
TXN-009416,1607.53,CARD,804,200,13,3,0.711,0.371,1,0
TXN-009417,5168.69,UPI,2339,1075,13,3,0.803,0.575,0,1
TXN-009418,144764.93,WALLET,1530,1430,17,2,0.317,0.921,0,1
TXN-009419,136578.29,NETBANKING,2303,250,21,5,0.377,0.042,0,0
TXN-009420,24888.19,UPI,1453,836,14,1,0.588,0.428,0,0
TXN-009421,93677.22,CARD,239,601,2,5,0.429,0.81,1,1
TXN-009422,21531.91,UPI,1103,1255,7,5,0.748,0.382,0,1
TXN-009423,71480.53,NETBANKING,1189,1256,9,0,0.123,0.24,0,0
TXN-009424,69115.4,UPI,411,59,27,0,0.716,0.023,0,0
TXN-009425,5932.0,NETBANKING,1672,359,2,1,0.923,0.536,0,0
TXN-009426,145321.62,UPI,1222,449,23,4,0.582,0.346,0,1
TXN-009427,32892.83,UPI,1593,651,17,5,0.464,0.119,0,1
TXN-009428,19628.41,CARD,556,990,3,5,0.227,0.023,0,0
TXN-009429,57834.2,UPI,569,1267,13,1,0.075,0.072,0,0
TXN-009430,71275.95,WALLET,290,851,5,3,0.499,0.558,0,0
TXN-009431,57815.0,NETBANKING,1849,672,2,1,0.919,0.123,0,1
TXN-009432,93998.81,UPI,977,626,29,3,0.068,0.402,0,0
TXN-009433,135345.11,WALLET,1904,604,29,2,0.98,0.585,0,1
TXN-009434,83409.95,CARD,1661,721,23,4,0.121,0.123,1,1
TXN-009435,12424.06,WALLET,2446,354,21,1,0.708,0.501,0,1
TXN-009436,27456.68,NETBANKING,2068,791,6,3,0.211,0.029,0,0
TXN-009437,134261.37,UPI,59,1388,25,4,0.456,0.474,0,0
TXN-009438,44136.97,CARD,1306,873,10,4,0.002,0.503,0,0
TXN-009439,65727.24,CARD,184,689,15,4,0.808,0.888,0,1
TXN-009440,67345.11,CARD,851,584,23,3,0.161,0.285,0,1
TXN-009441,80583.19,CARD,700,455,4,5,0.816,0.188,0,0
TXN-009442,380.44,NETBANKING,266,334,24,4,0.258,0.529,1,1
TXN-009443,3125.73,NETBANKING,804,892,21,2,0.05,0.756,0,1
TXN-009444,101004.21,CARD,25,410,14,5,0.997,0.988,0,1
TXN-009445,21115.03,CARD,2357,1109,8,4,0.275,0.918,0,0
TXN-009446,22548.19,UPI,2304,1240,12,2,0.942,0.224,0,1
TXN-009447,24343.03,UPI,72,1123,12,0,0.853,0.035,1,0
TXN-009448,139874.26,WALLET,1375,960,20,2,0.117,0.786,0,1
TXN-009449,74086.79,UPI,336,239,24,3,0.655,0.536,0,1
TXN-009450,35192.19,NETBANKING,1367,608,27,3,0.411,0.506,0,0
TXN-009451,129914.13,UPI,1591,407,9,2,0.467,0.584,0,1
TXN-009452,39435.55,WALLET,1664,864,9,2,0.288,0.049,0,0
TXN-009453,7043.4,NETBANKING,281,1444,5,1,0.148,0.886,0,0
TXN-009454,64959.81,CARD,2190,1494,10,1,0.585,0.066,0,0
TXN-009455,21450.42,CARD,2370,223,17,1,0.299,0.365,0,0
TXN-009456,111199.24,WALLET,1510,481,10,0,0.165,0.851,0,1
TXN-009457,101719.75,UPI,1733,927,18,5,0.347,0.307,0,1
TXN-009458,10383.94,WALLET,1491,531,5,1,0.581,0.915,1,0
TXN-009459,107330.59,WALLET,94,696,24,1,0.512,0.354,0,1
TXN-009460,79413.8,UPI,1866,1229,3,5,0.986,0.262,0,0
TXN-009461,90437.33,CARD,2379,1053,28,0,0.629,0.731,1,1
TXN-009462,40364.48,UPI,1418,1208,8,4,0.329,0.854,1,0
TXN-009463,42148.25,WALLET,2323,851,9,5,0.363,0.241,0,0
TXN-009464,146078.15,WALLET,1075,471,8,1,0.298,0.796,0,0
TXN-009465,75825.11,NETBANKING,421,573,30,4,0.399,0.689,0,1
TXN-009466,87947.0,CARD,243,1417,25,1,0.94,0.143,0,1
TXN-009467,67235.94,CARD,1156,389,23,2,0.558,0.39,0,1
TXN-009468,18296.15,NETBANKING,327,1472,18,0,0.725,0.117,0,0
TXN-009469,80291.93,NETBANKING,2363,1064,12,2,0.07,0.493,0,0
TXN-009470,44319.87,CARD,1366,256,29,1,0.505,0.978,0,1
TXN-009471,47617.01,NETBANKING,266,943,7,5,0.934,0.623,0,0
TXN-009472,110764.71,WALLET,418,1169,29,2,0.809,0.22,1,1
TXN-009473,115650.36,NETBANKING,1866,1494,23,5,0.832,0.54,0,1
TXN-009474,19458.41,NETBANKING,1999,1070,18,2,0.211,0.018,0,0
TXN-009475,120085.85,NETBANKING,787,672,7,1,0.256,0.968,1,0
TXN-009476,110143.26,NETBANKING,1924,1217,15,4,0.386,0.987,0,1
TXN-009477,60886.59,UPI,880,522,5,5,0.167,0.654,0,1
TXN-009478,41333.82,WALLET,2028,971,11,0,0.396,0.718,0,1
TXN-009479,143648.08,WALLET,613,237,27,0,0.425,0.688,0,1
TXN-009480,110352.47,WALLET,275,1388,29,3,0.433,0.003,0,1
TXN-009481,80061.11,CARD,2328,393,14,5,0.395,0.407,0,0
TXN-009482,4817.69,NETBANKING,1352,1126,17,5,0.199,0.982,0,1
TXN-009483,94374.01,NETBANKING,1466,427,16,3,0.63,0.48,0,1
TXN-009484,46508.71,NETBANKING,2034,171,30,2,0.961,0.138,0,0
TXN-009485,37207.88,NETBANKING,2063,1096,16,0,0.798,0.206,0,0
TXN-009486,145781.41,WALLET,2120,1481,19,4,0.062,0.81,1,1
TXN-009487,71898.37,CARD,804,556,21,2,0.587,0.681,0,1
TXN-009488,105245.29,NETBANKING,704,606,15,5,0.873,0.597,1,1
TXN-009489,1181.96,NETBANKING,758,1210,11,3,0.801,0.277,0,1
TXN-009490,101109.95,WALLET,480,385,9,3,0.381,0.802,0,1
TXN-009491,148770.32,UPI,378,596,8,2,0.122,0.68,0,1
TXN-009492,82961.59,UPI,1654,948,27,3,0.864,0.158,0,1
TXN-009493,59452.72,NETBANKING,1249,1296,6,1,0.224,0.02,0,0
TXN-009494,112392.69,UPI,514,1128,8,1,0.475,0.017,0,1
TXN-009495,9257.39,CARD,1139,1293,6,3,0.566,0.213,0,1
TXN-009496,103594.23,CARD,1139,175,17,0,0.944,0.089,0,0
TXN-009497,101360.01,NETBANKING,263,730,5,1,0.358,0.548,1,0
TXN-009498,125091.08,CARD,301,266,24,2,0.872,0.206,0,1
TXN-009499,59596.27,CARD,450,585,1,1,0.465,0.251,0,0
TXN-009500,32056.45,CARD,2386,915,10,2,0.678,0.229,0,0
TXN-009501,97675.03,WALLET,604,1212,10,1,0.835,0.035,0,1
TXN-009502,1294.75,UPI,304,346,1,2,0.123,0.279,1,1
TXN-009503,133573.99,NETBANKING,1818,147,1,0,0.127,0.761,1,1
TXN-009504,61855.92,NETBANKING,496,820,16,4,0.521,0.745,0,0
TXN-009505,131960.26,WALLET,198,176,8,5,0.08,0.942,1,0
TXN-009506,24389.52,WALLET,698,1176,16,2,0.073,0.481,1,0
TXN-009507,25306.75,NETBANKING,743,471,6,1,0.694,0.035,0,0
TXN-009508,106232.74,WALLET,2250,275,25,0,0.235,0.268,0,1
TXN-009509,106118.07,WALLET,608,279,7,4,0.525,0.187,0,1
TXN-009510,21615.96,NETBANKING,771,1172,16,5,0.169,0.265,0,0
TXN-009511,136188.2,WALLET,645,1350,20,0,0.475,0.801,0,1
TXN-009512,51397.6,WALLET,498,580,8,5,0.398,0.25,1,1
TXN-009513,90324.23,UPI,823,257,17,4,0.295,0.049,0,0
TXN-009514,64988.36,NETBANKING,2217,1302,8,3,0.742,0.479,0,0
TXN-009515,108447.45,NETBANKING,1650,219,23,1,0.707,0.907,0,1
TXN-009516,85726.54,CARD,1737,873,22,0,0.475,0.089,0,1
TXN-009517,52179.75,UPI,8,529,21,3,0.356,0.157,1,1
TXN-009518,83725.54,WALLET,1289,473,12,5,0.599,0.51,0,0
TXN-009519,120725.63,WALLET,2273,260,3,1,0.229,0.355,0,1
TXN-009520,16736.44,NETBANKING,2368,1137,8,2,0.122,0.298,0,0
TXN-009521,15352.55,WALLET,1939,648,22,5,0.218,0.209,0,0
TXN-009522,136182.28,NETBANKING,1305,743,25,1,0.027,0.37,0,1
TXN-009523,36155.47,UPI,254,1452,12,3,0.238,0.453,0,0
TXN-009524,75126.94,NETBANKING,2331,1244,16,4,0.366,0.352,0,1
TXN-009525,46567.58,UPI,1290,1122,25,3,0.646,0.789,0,0
TXN-009526,7925.38,WALLET,163,820,15,5,0.949,0.991,0,0
TXN-009527,90695.92,CARD,2497,264,7,0,0.555,0.007,1,1
TXN-009528,59818.95,NETBANKING,182,1037,23,4,0.294,0.002,0,0
TXN-009529,39779.25,NETBANKING,2002,1276,25,5,0.485,0.484,0,0
TXN-009530,63804.13,NETBANKING,1326,1063,7,0,0.684,0.035,0,1
TXN-009531,72499.95,WALLET,142,484,25,4,0.198,0.36,1,1
TXN-009532,34510.82,CARD,611,1274,14,3,0.466,0.054,0,0
TXN-009533,91700.12,CARD,1406,755,9,4,0.948,0.257,0,1
TXN-009534,112072.77,WALLET,655,410,19,0,0.197,0.389,0,1
TXN-009535,101051.06,UPI,1097,771,29,3,0.071,0.655,0,1
TXN-009536,25532.53,WALLET,861,716,5,5,0.912,0.757,0,1
TXN-009537,44016.29,CARD,1577,1202,10,3,0.289,0.568,0,1
TXN-009538,45247.97,UPI,1834,926,27,5,0.942,0.874,0,0
TXN-009539,896.44,NETBANKING,2366,1235,24,2,0.995,0.884,0,1
TXN-009540,85853.54,WALLET,1199,629,2,4,0.633,0.096,1,0
TXN-009541,23258.02,UPI,896,37,11,5,0.661,0.252,0,0
TXN-009542,66289.49,NETBANKING,1810,885,17,2,0.906,0.565,0,1
